Tipo;BancoId;ContaId;Data;Valor
S;3;2203;03/04/2023;-39097,93
S;3;2101;03/04/2023;-26569,23
S;3;2103;03/04/2023;-245,98
S;3;2106;03/04/2023;-50,74
S;3;2109;03/04/2023;-8,27
S;3;2108;03/04/2023;-24,97
S;3;2110;03/04/2023;-3,55
S;3;2112;03/04/2023;-1,67
S;3;2111;03/04/2023;-1,29
S;3;2302;03/04/2023;-16,03
E;3;1201;03/04/2023;342,36
E;3;1202;03/04/2023;0
S;3;2303;03/04/2023;0
E;1;1101;04/04/2023;4118707,96
S;1;2107;04/04/2023;-2424,57
S;1;2101;04/04/2023;-2842853,95
S;1;2103;04/04/2023;-16914,39
S;1;2106;04/04/2023;-2946,87
S;1;2109;04/04/2023;-962,9
S;1;2108;04/04/2023;-1756,97
S;1;2110;04/04/2023;-656,83
S;1;2112;04/04/2023;-117,21
S;1;2111;04/04/2023;-193,96
S;1;2302;04/04/2023;-1286,97
E;1;1201;04/04/2023;27655,55
E;1;1202;04/04/2023;0
S;1;2303;04/04/2023;0
E;2;1101;04/04/2023;240609,92
S;2;2107;04/04/2023;-65,59
S;2;2101;04/04/2023;-119986,51
S;2;2103;04/04/2023;-988,19
S;2;2106;04/04/2023;-145,45
S;2;2109;04/04/2023;-34,64
S;2;2108;04/04/2023;-92,02
S;2;2110;04/04/2023;-25,6
S;2;2112;04/04/2023;-6,74
S;2;2111;04/04/2023;-9,39
S;2;2302;04/04/2023;-64,82
E;2;1201;04/04/2023;1198,37
E;2;1202;04/04/2023;0
S;2;2303;04/04/2023;0
E;3;1101;04/04/2023;63237,97
S;3;2107;04/04/2023;-23,49
S;3;2101;04/04/2023;-27711,83
S;3;2103;04/04/2023;-236,79
S;3;2106;04/04/2023;-42,42
S;3;2109;04/04/2023;-8,35
S;3;2108;04/04/2023;-18,52
S;3;2110;04/04/2023;-4,13
S;3;2112;04/04/2023;-1,58
S;3;2111;04/04/2023;-1,27
S;3;2302;04/04/2023;-21,45
E;3;1201;04/04/2023;268,5
E;3;1202;04/04/2023;0
S;3;2303;04/04/2023;0
E;1;1101;05/04/2023;4429329,28
S;1;2107;05/04/2023;-2221,53
S;1;2101;05/04/2023;-3673695,5
S;1;2103;05/04/2023;-14692,29
S;1;2106;05/04/2023;-3398,24
S;1;2109;05/04/2023;-759,21
S;1;2108;05/04/2023;-1924,44
S;1;2110;05/04/2023;-664,09
S;1;2112;05/04/2023;-140,29
S;1;2111;05/04/2023;-190,67
S;1;2302;05/04/2023;-1693,88
E;1;1201;05/04/2023;20884,53
E;1;1202;05/04/2023;0
S;1;2303;05/04/2023;0
E;2;1101;05/04/2023;205584,56
S;2;2107;05/04/2023;-85,21
S;2;2101;05/04/2023;-115132,86
S;2;2103;05/04/2023;-881,92
S;2;2106;05/04/2023;-170,28
S;2;2109;05/04/2023;-29,14
S;2;2108;05/04/2023;-92,5
S;2;2110;05/04/2023;-29,78
S;2;2112;05/04/2023;-5,68
S;2;2111;05/04/2023;-7,02
S;2;2302;05/04/2023;-55,7
E;2;1201;05/04/2023;1192,67
E;2;1202;05/04/2023;0
S;2;2303;05/04/2023;0
E;3;1101;05/04/2023;68967,97
S;3;2107;05/04/2023;-22,2
S;3;2101;05/04/2023;-28451,35
S;3;2103;05/04/2023;-290,76
S;3;2106;05/04/2023;-49
S;3;2109;05/04/2023;-9,38
S;3;2108;05/04/2023;-19,19
S;3;2110;05/04/2023;-4,7
S;3;2112;05/04/2023;-1,77
S;3;2111;05/04/2023;-1,25
S;3;2302;05/04/2023;-16,14
E;3;1201;05/04/2023;295,78
E;3;1202;05/04/2023;0
S;3;2303;05/04/2023;0
E;1;1101;06/04/2023;4306207,31
S;1;2107;06/04/2023;-2428,7
S;1;2401;06/04/2023;-2089556,45
S;1;2404;06/04/2023;-114571,2
S;1;2403;06/04/2023;-640627,11
S;1;2101;06/04/2023;-2801767,23
S;1;2103;06/04/2023;-17801,02
S;1;2106;06/04/2023;-4047,65
S;1;2109;06/04/2023;-779,41
S;1;2108;06/04/2023;-2233,82
S;1;2110;06/04/2023;-582,84
S;1;2112;06/04/2023;-162,99
S;1;2111;06/04/2023;-231,11
S;1;2302;06/04/2023;-1495,28
E;1;1201;06/04/2023;22022,91
E;1;1202;06/04/2023;0
S;1;2303;06/04/2023;0
S;1;2402;06/04/2023;-815596,1
E;2;1101;06/04/2023;246362,08
S;2;2107;06/04/2023;-74,48
S;2;2401;06/04/2023;-64235,41
S;2;2404;06/04/2023;-3676,2
S;2;2403;06/04/2023;-27605,19
S;2;2101;06/04/2023;-138002,35
S;2;2103;06/04/2023;-797,1
S;2;2106;06/04/2023;-181,97
S;2;2109;06/04/2023;-26,98
S;2;2108;06/04/2023;-78,43
S;2;2110;06/04/2023;-31,07
S;2;2112;06/04/2023;-6,04
S;2;2111;06/04/2023;-9,9
S;2;2302;06/04/2023;-71,44
E;2;1201;06/04/2023;1059,3
E;2;1202;06/04/2023;0
S;2;2303;06/04/2023;0
S;2;2402;06/04/2023;-36005,46
E;3;1101;06/04/2023;78234,97
S;3;2107;06/04/2023;-23,3
S;3;2401;06/04/2023;-13991,92
S;3;2404;06/04/2023;-1157,06
S;3;2403;06/04/2023;-4998,97
S;3;2101;06/04/2023;-28507,18
S;3;2103;06/04/2023;-299,22
S;3;2106;06/04/2023;-48,47
S;3;2109;06/04/2023;-8,9
S;3;2108;06/04/2023;-20,78
S;3;2110;06/04/2023;-4,52
S;3;2112;06/04/2023;-1,45
S;3;2111;06/04/2023;-1,33
S;3;2302;06/04/2023;-21,26
E;3;1201;06/04/2023;276,09
E;3;1202;06/04/2023;0
S;3;2303;06/04/2023;0
S;3;2402;06/04/2023;-11934,13
E;1;1101;10/04/2023;4492799,82
S;1;2107;10/04/2023;-2374,36
S;1;2101;10/04/2023;-2609447,84
S;1;2103;10/04/2023;-18894,68
S;1;2106;10/04/2023;-4003,34
S;1;2109;10/04/2023;-697,1
S;1;2108;10/04/2023;-1591,07
S;1;2110;10/04/2023;-760,17
S;1;2112;10/04/2023;-125,61
S;1;2111;10/04/2023;-235,83
S;1;2302;10/04/2023;-1607
E;1;1201;10/04/2023;28642,79
S;1;2301;10/04/2023;-534619,12
E;1;1202;10/04/2023;0
S;1;2303;10/04/2023;0
S;1;2502;10/04/2023;-150862,82
E;2;1101;10/04/2023;252616,14
S;2;2107;10/04/2023;-83,57
S;2;2101;10/04/2023;-124513,41
S;2;2103;10/04/2023;-1083,21
S;2;2106;10/04/2023;-192,65
S;2;2109;10/04/2023;-30,42
S;2;2108;10/04/2023;-73,37
S;2;2110;10/04/2023;-27,55
S;2;2112;10/04/2023;-5,89
S;2;2111;10/04/2023;-8,27
S;2;2302;10/04/2023;-64,75
E;2;1201;10/04/2023;1218,54
S;2;2301;10/04/2023;-21937,95
E;2;1202;10/04/2023;0
S;2;2303;10/04/2023;0
S;2;2502;10/04/2023;-5607,19
E;3;1101;10/04/2023;77699,85
S;3;2107;10/04/2023;-23,79
S;3;2101;10/04/2023;-22149,12
S;3;2103;10/04/2023;-239,6
S;3;2106;10/04/2023;-59,13
S;3;2109;10/04/2023;-6,75
S;3;2108;10/04/2023;-22,75
S;3;2110;10/04/2023;-4,89
S;3;2112;10/04/2023;-1,57
S;3;2111;10/04/2023;-1,27
S;3;2302;10/04/2023;-16,52
E;3;1201;10/04/2023;250,17
S;3;2301;10/04/2023;-4125,11
E;3;1202;10/04/2023;0
S;3;2303;10/04/2023;0
S;3;2502;10/04/2023;-1806,34
E;1;1101;11/04/2023;4243964,68
S;1;2107;11/04/2023;-2220,58
S;1;2101;11/04/2023;-2847196,34
S;1;2103;11/04/2023;-14270,47
S;1;2106;11/04/2023;-2825,83
S;1;2109;11/04/2023;-986,46
S;1;2108;11/04/2023;-1716,4
S;1;2110;11/04/2023;-636,4
S;1;2112;11/04/2023;-145,6
S;1;2111;11/04/2023;-197,96
S;1;2302;11/04/2023;-1390,5
E;1;1201;11/04/2023;28569,95
E;1;1202;11/04/2023;0
S;1;2303;11/04/2023;0
E;2;1101;11/04/2023;240859,93
S;2;2107;11/04/2023;-65,29
S;2;2101;11/04/2023;-105016,01
S;2;2103;11/04/2023;-1105,32
S;2;2106;11/04/2023;-153,29
S;2;2109;11/04/2023;-31,41
S;2;2108;11/04/2023;-84,31
S;2;2110;11/04/2023;-29,12
S;2;2112;11/04/2023;-6,72
S;2;2111;11/04/2023;-7,47
S;2;2302;11/04/2023;-59,46
E;2;1201;11/04/2023;1164,1
E;2;1202;11/04/2023;0
S;2;2303;11/04/2023;0
E;3;1101;11/04/2023;69207,97
S;3;2107;11/04/2023;-22,58
S;3;2101;11/04/2023;-24171,11
S;3;2103;11/04/2023;-218,35
S;3;2106;11/04/2023;-54,3
S;3;2109;11/04/2023;-8,36
S;3;2108;11/04/2023;-27,04
S;3;2110;11/04/2023;-4,77
S;3;2112;11/04/2023;-1,32
S;3;2111;11/04/2023;-1,35
S;3;2302;11/04/2023;-21,43
E;3;1201;11/04/2023;309,69
E;3;1202;11/04/2023;0
S;3;2303;11/04/2023;0
E;1;1101;12/04/2023;4451378,28
S;1;2107;12/04/2023;-2202,49
S;1;2101;12/04/2023;-2676044,92
S;1;2103;12/04/2023;-18252,71
S;1;2106;12/04/2023;-3115,58
S;1;2109;12/04/2023;-968,15
S;1;2108;12/04/2023;-2070,01
S;1;2110;12/04/2023;-773,25
S;1;2112;12/04/2023;-137,22
S;1;2111;12/04/2023;-240,86
S;1;2302;12/04/2023;-1615,75
E;1;1201;12/04/2023;29418,94
E;1;1202;12/04/2023;0
S;1;2303;12/04/2023;0
E;2;1101;12/04/2023;258408,66
S;2;2107;12/04/2023;-68,28
S;2;2101;12/04/2023;-114220,13
S;2;2103;12/04/2023;-1014,56
S;2;2106;12/04/2023;-167,04
S;2;2109;12/04/2023;-27,26
S;2;2108;12/04/2023;-65,52
S;2;2110;12/04/2023;-28,61
S;2;2112;12/04/2023;-5,93
S;2;2111;12/04/2023;-9,87
S;2;2302;12/04/2023;-59,58
E;2;1201;12/04/2023;1304,23
E;2;1202;12/04/2023;0
S;2;2303;12/04/2023;0
E;3;1101;12/04/2023;74875,51
S;3;2107;12/04/2023;-24,13
S;3;2101;12/04/2023;-21775,32
S;3;2103;12/04/2023;-236,18
S;3;2106;12/04/2023;-51,83
S;3;2109;12/04/2023;-7,2
S;3;2108;12/04/2023;-26,1
S;3;2110;12/04/2023;-4,62
S;3;2112;12/04/2023;-1,5
S;3;2111;12/04/2023;-1,28
S;3;2302;12/04/2023;-19,82
E;3;1201;12/04/2023;347,74
E;3;1202;12/04/2023;0
S;3;2303;12/04/2023;0
E;1;1101;13/04/2023;4186208,24
S;1;2107;13/04/2023;-2279,58
S;1;2101;13/04/2023;-2797478,86
S;1;2103;13/04/2023;-15870,23
S;1;2106;13/04/2023;-3101,38
S;1;2109;13/04/2023;-674,7
S;1;2108;13/04/2023;-1893,49
S;1;2110;13/04/2023;-776,86
S;1;2112;13/04/2023;-120,13
S;1;2111;13/04/2023;-231,57
S;1;2302;13/04/2023;-1574,19
E;1;1201;13/04/2023;25590,08
E;1;1202;13/04/2023;0
S;1;2303;13/04/2023;0
E;2;1101;13/04/2023;242995,71
S;2;2107;13/04/2023;-76,89
S;2;2101;13/04/2023;-116428,94
S;2;2103;13/04/2023;-892,39
S;2;2106;13/04/2023;-134,65
S;2;2109;13/04/2023;-30,09
S;2;2108;13/04/2023;-77,65
S;2;2110;13/04/2023;-26,93
S;2;2112;13/04/2023;-5,48
S;2;2111;13/04/2023;-7,85
S;2;2302;13/04/2023;-68,75
E;2;1201;13/04/2023;1250,32
E;2;1202;13/04/2023;0
S;2;2303;13/04/2023;0
E;3;1101;13/04/2023;75142,51
S;3;2107;13/04/2023;-21,64
S;3;2101;13/04/2023;-28913,27
S;3;2103;13/04/2023;-283,15
S;3;2106;13/04/2023;-52,71
S;3;2109;13/04/2023;-7,59
S;3;2108;13/04/2023;-21,71
S;3;2110;13/04/2023;-4,87
S;3;2112;13/04/2023;-1,59
S;3;2111;13/04/2023;-1,29
S;3;2302;13/04/2023;-22,65
E;3;1201;13/04/2023;343,36
E;3;1202;13/04/2023;0
S;3;2303;13/04/2023;0
E;1;1101;14/04/2023;4404658,32
S;1;2107;14/04/2023;-2240,17
S;1;2101;14/04/2023;-2657327,91
S;1;2103;14/04/2023;-18332,7
S;1;2102;14/04/2023;-1236746,33
S;1;2106;14/04/2023;-3155,77
S;1;2109;14/04/2023;-803,83
S;1;2108;14/04/2023;-2210,71
S;1;2110;14/04/2023;-606,92
S;1;2112;14/04/2023;-118,61
S;1;2111;14/04/2023;-242,17
S;1;2302;14/04/2023;-1360,12
E;1;1201;14/04/2023;26447,59
E;1;1202;14/04/2023;0
S;1;2303;14/04/2023;0
E;2;1101;14/04/2023;257858,74
S;2;2107;14/04/2023;-73,99
S;2;2101;14/04/2023;-144204,76
S;2;2103;14/04/2023;-1012,18
S;2;2102;14/04/2023;-60793,26
S;2;2106;14/04/2023;-163,93
S;2;2109;14/04/2023;-33,95
S;2;2108;14/04/2023;-70,05
S;2;2110;14/04/2023;-26,43
S;2;2112;14/04/2023;-6,32
S;2;2111;14/04/2023;-8,76
S;2;2302;14/04/2023;-60,33
E;2;1201;14/04/2023;1127,12
E;2;1202;14/04/2023;0
S;2;2303;14/04/2023;0
E;3;1101;14/04/2023;62263,78
S;3;2107;14/04/2023;-21,21
S;3;2101;14/04/2023;-25751,31
S;3;2103;14/04/2023;-263,02
S;3;2102;14/04/2023;-15302,79
S;3;2106;14/04/2023;-55,13
S;3;2109;14/04/2023;-8,18
S;3;2108;14/04/2023;-20,91
S;3;2110;14/04/2023;-4,73
S;3;2112;14/04/2023;-1,55
S;3;2111;14/04/2023;-1,42
S;3;2302;14/04/2023;-22,59
E;3;1201;14/04/2023;283,22
E;3;1202;14/04/2023;0
S;3;2303;14/04/2023;0
E;1;1101;17/04/2023;4428663,02
S;1;2107;17/04/2023;-2334,64
S;1;2101;17/04/2023;-3036753,19
S;1;2103;17/04/2023;-15144,53
S;1;2106;17/04/2023;-3355,86
S;1;2109;17/04/2023;-780,8
S;1;2108;17/04/2023;-1867,55
S;1;2110;17/04/2023;-659,3
S;1;2112;17/04/2023;-115,93
S;1;2111;17/04/2023;-206,42
S;1;2302;17/04/2023;-1261,26
E;1;1201;17/04/2023;21259,48
E;1;1202;17/04/2023;0
S;1;2303;17/04/2023;0
E;2;1101;17/04/2023;247159,04
S;2;2107;17/04/2023;-79,85
S;2;2101;17/04/2023;-136231,84
S;2;2103;17/04/2023;-981,44
S;2;2106;17/04/2023;-198,72
S;2;2109;17/04/2023;-30,75
S;2;2108;17/04/2023;-70,3
S;2;2110;17/04/2023;-24,45
S;2;2112;17/04/2023;-5,97
S;2;2111;17/04/2023;-8,8
S;2;2302;17/04/2023;-52,37
E;2;1201;17/04/2023;992,24
E;2;1202;17/04/2023;0
S;2;2303;17/04/2023;0
E;3;1101;17/04/2023;79478,34
S;3;2107;17/04/2023;-21,86
S;3;2101;17/04/2023;-29535,51
S;3;2103;17/04/2023;-264,68
S;3;2106;17/04/2023;-57,46
S;3;2109;17/04/2023;-9,55
S;3;2108;17/04/2023;-27,03
S;3;2110;17/04/2023;-4,13
S;3;2112;17/04/2023;-1,33
S;3;2111;17/04/2023;-1,19
S;3;2302;17/04/2023;-20,2
E;3;1201;17/04/2023;267,87
E;3;1202;17/04/2023;0
S;3;2303;17/04/2023;0
E;1;1101;18/04/2023;4222121,54
S;1;2107;18/04/2023;-2351,06
S;1;2101;18/04/2023;-3328135,15
S;1;2103;18/04/2023;-16017,86
S;1;2104;18/04/2023;-339456,77
S;1;2106;18/04/2023;-3030,01
S;1;2109;18/04/2023;-911,96
S;1;2108;18/04/2023;-1796,94
S;1;2110;18/04/2023;-585,66
S;1;2112;18/04/2023;-131,45
S;1;2111;18/04/2023;-172,89
S;1;2302;18/04/2023;-1420,55
E;1;1201;18/04/2023;20863,48
E;1;1202;18/04/2023;0
S;1;2303;18/04/2023;0
E;2;1101;18/04/2023;223516,88
S;2;2107;18/04/2023;-64,1
S;2;2101;18/04/2023;-102146,02
S;2;2103;18/04/2023;-901,75
S;2;2104;18/04/2023;-13306,17
S;2;2106;18/04/2023;-176,77
S;2;2109;18/04/2023;-32,04
S;2;2108;18/04/2023;-74,75
S;2;2110;18/04/2023;-29,46
S;2;2112;18/04/2023;-7,14
S;2;2111;18/04/2023;-9,61
S;2;2302;18/04/2023;-65,48
E;2;1201;18/04/2023;917,56
E;2;1202;18/04/2023;0
S;2;2303;18/04/2023;0
E;3;1101;18/04/2023;73945,26
S;3;2107;18/04/2023;-20,26
S;3;2101;18/04/2023;-26559,08
S;3;2103;18/04/2023;-231,26
S;3;2104;18/04/2023;-4314,67
S;3;2106;18/04/2023;-56,32
S;3;2109;18/04/2023;-8,65
S;3;2108;18/04/2023;-27,21
S;3;2110;18/04/2023;-4,85
S;3;2112;18/04/2023;-1,72
S;3;2111;18/04/2023;-1,72
S;3;2302;18/04/2023;-21,96
E;3;1201;18/04/2023;325,93
E;3;1202;18/04/2023;0
S;3;2303;18/04/2023;0
E;1;1101;19/04/2023;4281522,59
S;1;2107;19/04/2023;-2221,97
S;1;2101;19/04/2023;-3585112,01
S;1;2103;19/04/2023;-14926,24
S;1;2106;19/04/2023;-2723,63
S;1;2109;19/04/2023;-830,85
S;1;2108;19/04/2023;-1800,83
S;1;2110;19/04/2023;-555,33
S;1;2112;19/04/2023;-121,21
S;1;2111;19/04/2023;-229,3
S;1;2302;19/04/2023;-1866,77
E;1;1201;19/04/2023;27453,87
E;1;1202;19/04/2023;0
S;1;2303;19/04/2023;0
E;2;1101;19/04/2023;252011,06
S;2;2107;19/04/2023;-70,58
S;2;2101;19/04/2023;-109194,92
S;2;2103;19/04/2023;-818,12
S;2;2106;19/04/2023;-197,16
S;2;2109;19/04/2023;-31,14
S;2;2108;19/04/2023;-89,21
S;2;2110;19/04/2023;-33,31
S;2;2112;19/04/2023;-5,7
S;2;2111;19/04/2023;-9,59
S;2;2302;19/04/2023;-57,73
E;2;1201;19/04/2023;1145,56
E;2;1202;19/04/2023;0
S;2;2303;19/04/2023;0
E;3;1101;19/04/2023;75569,48
S;3;2107;19/04/2023;-24,1
S;3;2101;19/04/2023;-25779,51
S;3;2103;19/04/2023;-302,92
S;3;2106;19/04/2023;-43,59
S;3;2109;19/04/2023;-7,31
S;3;2108;19/04/2023;-22,88
S;3;2110;19/04/2023;-3,65
S;3;2112;19/04/2023;-1,74
S;3;2111;19/04/2023;-1,55
S;3;2302;19/04/2023;-22,1
E;3;1201;19/04/2023;331,35
E;3;1202;19/04/2023;0
S;3;2303;19/04/2023;0
E;1;1101;20/04/2023;4228239,49
S;1;2107;20/04/2023;-2263,7
S;1;2101;20/04/2023;-3732721,56
S;1;2103;20/04/2023;-18621,37
S;1;2106;20/04/2023;-3768,65
S;1;2109;20/04/2023;-967,94
S;1;2108;20/04/2023;-1573,14
S;1;2110;20/04/2023;-769,35
S;1;2112;20/04/2023;-157,36
S;1;2111;20/04/2023;-225,11
S;1;2302;20/04/2023;-1793,23
E;1;1201;20/04/2023;24744,22
E;1;1202;20/04/2023;0
S;1;2303;20/04/2023;0
S;1;2501;20/04/2023;-250579,74
E;2;1101;20/04/2023;212258,63
S;2;2107;20/04/2023;-71,86
S;2;2101;20/04/2023;-144177,4
S;2;2103;20/04/2023;-1132,77
S;2;2106;20/04/2023;-161,55
S;2;2109;20/04/2023;-25,15
S;2;2108;20/04/2023;-85,04
S;2;2110;20/04/2023;-33,48
S;2;2112;20/04/2023;-6,51
S;2;2111;20/04/2023;-7,7
S;2;2302;20/04/2023;-71,81
E;2;1201;20/04/2023;1180,91
E;2;1202;20/04/2023;0
S;2;2303;20/04/2023;0
S;2;2501;20/04/2023;-12260,08
E;3;1101;20/04/2023;70558,55
S;3;2107;20/04/2023;-19,15
S;3;2101;20/04/2023;-27351,27
S;3;2103;20/04/2023;-278,93
S;3;2106;20/04/2023;-42,27
S;3;2109;20/04/2023;-7,68
S;3;2108;20/04/2023;-19,19
S;3;2110;20/04/2023;-5
S;3;2112;20/04/2023;-1,37
S;3;2111;20/04/2023;-1,28
S;3;2302;20/04/2023;-23,78
E;3;1201;20/04/2023;254,48
E;3;1202;20/04/2023;0
S;3;2303;20/04/2023;0
S;3;2501;20/04/2023;-3581,98
E;1;1101;24/04/2023;4437954,13
S;1;2107;24/04/2023;-2400,96
S;1;2101;24/04/2023;-3669515,2
S;1;2103;24/04/2023;-18053,09
S;1;2106;24/04/2023;-3966,75
S;1;2109;24/04/2023;-985,09
S;1;2108;24/04/2023;-2113,22
S;1;2105;24/04/2023;-94400,59
S;1;2110;24/04/2023;-542,3
S;1;2112;24/04/2023;-146
S;1;2111;24/04/2023;-168,43
S;1;2302;24/04/2023;-1757,04
E;1;1201;24/04/2023;22542,61
E;1;1202;24/04/2023;0
S;1;2303;24/04/2023;0
E;2;1101;24/04/2023;222421,16
S;2;2107;24/04/2023;-83,21
S;2;2101;24/04/2023;-141608,47
S;2;2103;24/04/2023;-979,58
S;2;2106;24/04/2023;-137,72
S;2;2109;24/04/2023;-34,32
S;2;2108;24/04/2023;-65,84
S;2;2105;24/04/2023;-3680,85
S;2;2110;24/04/2023;-31,71
S;2;2112;24/04/2023;-5,99
S;2;2111;24/04/2023;-7,9
S;2;2302;24/04/2023;-60,31
E;2;1201;24/04/2023;1259,69
E;2;1202;24/04/2023;0
S;2;2303;24/04/2023;0
E;3;1101;24/04/2023;61226,87
S;3;2107;24/04/2023;-19,75
S;3;2101;24/04/2023;-29645,93
S;3;2103;24/04/2023;-251,32
S;3;2106;24/04/2023;-42,35
S;3;2109;24/04/2023;-8,1
S;3;2108;24/04/2023;-23,15
S;3;2105;24/04/2023;-834,08
S;3;2110;24/04/2023;-4,28
S;3;2112;24/04/2023;-1,67
S;3;2111;24/04/2023;-1,7
S;3;2302;24/04/2023;-23,34
E;3;1201;24/04/2023;304,74
E;3;1202;24/04/2023;0
S;3;2303;24/04/2023;0
E;1;1101;25/04/2023;4275983,01
S;1;2107;25/04/2023;-2312,83
S;1;2101;25/04/2023;-3669146,97
S;1;2103;25/04/2023;-15147,1
S;1;2106;25/04/2023;-3179,64
S;1;2109;25/04/2023;-946,33
S;1;2108;25/04/2023;-1821,41
S;1;2110;25/04/2023;-626,08
S;1;2112;25/04/2023;-150,66
S;1;2111;25/04/2023;-187,47
S;1;2302;25/04/2023;-1792,43
E;1;1201;25/04/2023;24913,19
E;1;1202;25/04/2023;0
S;1;2303;25/04/2023;0
E;2;1101;25/04/2023;230519,17
S;2;2107;25/04/2023;-83,14
S;2;2101;25/04/2023;-109924,43
S;2;2103;25/04/2023;-831,83
S;2;2106;25/04/2023;-183,31
S;2;2109;25/04/2023;-27,59
S;2;2108;25/04/2023;-85,23
S;2;2110;25/04/2023;-26,01
S;2;2112;25/04/2023;-5,51
S;2;2111;25/04/2023;-9,12
S;2;2302;25/04/2023;-58,13
E;2;1201;25/04/2023;915,99
E;2;1202;25/04/2023;0
S;2;2303;25/04/2023;0
E;3;1101;25/04/2023;76426,17
S;3;2107;25/04/2023;-24,68
S;3;2101;25/04/2023;-24717,6
S;3;2103;25/04/2023;-228,15
S;3;2106;25/04/2023;-47,72
S;3;2109;25/04/2023;-8,54
S;3;2108;25/04/2023;-26,15
S;3;2110;25/04/2023;-3,63
S;3;2112;25/04/2023;-1,74
S;3;2111;25/04/2023;-1,33
S;3;2302;25/04/2023;-19,57
E;3;1201;25/04/2023;300,95
E;3;1202;25/04/2023;0
S;3;2303;25/04/2023;0
E;1;1101;26/04/2023;4252861,63
S;1;2107;26/04/2023;-2268,22
S;1;2101;26/04/2023;-3815377,75
S;1;2103;26/04/2023;-17123,17
S;1;2106;26/04/2023;-3235,28
S;1;2109;26/04/2023;-778,09
S;1;2108;26/04/2023;-2068,89
S;1;2110;26/04/2023;-538,1
S;1;2112;26/04/2023;-135,03
S;1;2111;26/04/2023;-198,78
S;1;2302;26/04/2023;-1755,88
E;1;1201;26/04/2023;28974,33
E;1;1202;26/04/2023;0
S;1;2303;26/04/2023;0
E;2;1101;26/04/2023;209181,55
S;2;2107;26/04/2023;-75,32
S;2;2101;26/04/2023;-143447,79
S;2;2103;26/04/2023;-875,82
S;2;2106;26/04/2023;-190,26
S;2;2109;26/04/2023;-34,77
S;2;2108;26/04/2023;-66,16
S;2;2110;26/04/2023;-25,26
S;2;2112;26/04/2023;-6,36
S;2;2111;26/04/2023;-9,68
S;2;2302;26/04/2023;-69
E;2;1201;26/04/2023;1337,06
E;2;1202;26/04/2023;0
S;2;2303;26/04/2023;0
E;3;1101;26/04/2023;72923,95
S;3;2107;26/04/2023;-22,88
S;3;2101;26/04/2023;-29168,23
S;3;2103;26/04/2023;-310,61
S;3;2106;26/04/2023;-48,31
S;3;2109;26/04/2023;-8,57
S;3;2108;26/04/2023;-26,2
S;3;2110;26/04/2023;-4,36
S;3;2112;26/04/2023;-1,24
S;3;2111;26/04/2023;-1,71
S;3;2302;26/04/2023;-19,38
E;3;1201;26/04/2023;260,9
E;3;1202;26/04/2023;0
S;3;2303;26/04/2023;0
E;1;1101;27/04/2023;4503416,24
S;1;2107;27/04/2023;-2376,93
S;1;2101;27/04/2023;-3544506,98
S;1;2103;27/04/2023;-19058,41
S;1;2106;27/04/2023;-3385,53
S;1;2109;27/04/2023;-672,71
S;1;2108;27/04/2023;-1929,41
S;1;2110;27/04/2023;-759,2
S;1;2112;27/04/2023;-122,08
S;1;2111;27/04/2023;-219,55
S;1;2302;27/04/2023;-1864,31
E;1;1201;27/04/2023;21410,27
E;1;1202;27/04/2023;0
S;1;2303;27/04/2023;0
E;2;1101;27/04/2023;238215,26
S;2;2107;27/04/2023;-69,23
S;2;2101;27/04/2023;-125281,28
S;2;2103;27/04/2023;-904,15
S;2;2106;27/04/2023;-161,35
S;2;2109;27/04/2023;-32,98
S;2;2108;27/04/2023;-81,97
S;2;2110;27/04/2023;-24,57
S;2;2112;27/04/2023;-7,04
S;2;2111;27/04/2023;-7,63
S;2;2302;27/04/2023;-61,5
E;2;1201;27/04/2023;1060,5
E;2;1202;27/04/2023;0
S;2;2303;27/04/2023;0
E;3;1101;27/04/2023;66464,79
S;3;2107;27/04/2023;-24,15
S;3;2101;27/04/2023;-28732,25
S;3;2103;27/04/2023;-294,56
S;3;2106;27/04/2023;-40,74
S;3;2109;27/04/2023;-6,84
S;3;2108;27/04/2023;-25,93
S;3;2110;27/04/2023;-4,25
S;3;2112;27/04/2023;-1,27
S;3;2111;27/04/2023;-1,36
S;3;2302;27/04/2023;-22,49
E;3;1201;27/04/2023;342,6
E;3;1202;27/04/2023;0
S;3;2303;27/04/2023;0
E;1;1101;28/04/2023;4194359,8
S;1;2107;28/04/2023;-2275,8
S;1;2101;28/04/2023;-2810353,25
S;1;2103;28/04/2023;-16998,94
S;1;2106;28/04/2023;-3007,36
S;1;2109;28/04/2023;-896,24
S;1;2108;28/04/2023;-1737,81
S;1;2110;28/04/2023;-745,21
S;1;2112;28/04/2023;-157,34
S;1;2111;28/04/2023;-190,08
S;1;2302;28/04/2023;-1380,47
E;1;1201;28/04/2023;26178,25
E;1;1202;28/04/2023;0
S;1;2303;28/04/2023;0
E;2;1101;28/04/2023;247407,15
S;2;2107;28/04/2023;-69,66
S;2;2101;28/04/2023;-123897,23
S;2;2103;28/04/2023;-1133,81
S;2;2106;28/04/2023;-139,5
S;2;2109;28/04/2023;-28,89
S;2;2108;28/04/2023;-87,31
S;2;2110;28/04/2023;-27,05
S;2;2112;28/04/2023;-7,06
S;2;2111;28/04/2023;-6,67
S;2;2302;28/04/2023;-67,76
E;2;1201;28/04/2023;1135,04
E;2;1202;28/04/2023;0
