ClienteId;Sexo;DataNascimento
16258;2;14/01/1985
16259;2;30/05/1996
16260;1;30/01/1991
16261;1;12/04/1984
16262;2;08/01/1988
16263;2;25/08/2000
16264;1;27/09/1984
16265;2;25/12/1985
16266;1;24/04/1984
16267;2;20/01/1995
16268;2;07/04/1997
16269;2;11/04/1997
16270;2;17/04/2002
16271;2;16/07/2002
16272;1;05/11/1993
16273;2;09/04/1984
16274;2;02/05/1986
16275;2;25/01/1996
16276;1;08/08/1992
16277;1;25/05/2001
16278;2;10/04/1988
16279;2;12/08/1987
16280;2;08/09/1999
16281;1;17/08/1992
16282;1;08/07/1990
16283;2;23/08/1989
16284;1;28/03/1998
16285;1;29/10/1992
16286;1;19/07/1984
16287;1;05/11/1984
16288;2;09/08/1994
16289;2;05/02/1991
16290;2;22/06/1983
16291;1;16/09/1996
16292;2;09/09/1986
16293;1;11/12/1992
16294;1;17/08/1984
16295;1;05/11/2000
16296;1;03/08/1989
16297;2;26/09/1980
16298;2;12/08/1991
16299;1;09/01/1995
16300;1;10/09/1987
16301;1;17/04/1981
16302;2;07/05/1983
16303;2;06/06/1984
16304;2;05/09/1984
16305;1;18/01/1993
16306;1;13/08/1987
16307;1;18/04/1980
16308;1;03/03/1986
16309;1;06/07/1992
16310;1;27/06/1987
16311;1;17/10/1983
16312;1;16/07/1987
16313;2;16/01/1998
16314;2;12/06/1983
16315;2;22/11/1999
16316;2;10/09/1986
16317;1;06/10/1984
16318;2;13/12/1992
16319;2;01/09/1994
16320;2;30/03/2000
16321;1;12/11/1990
16322;1;04/12/1989
16323;2;26/04/1994
16324;1;01/04/1985
16325;2;08/03/1996
16326;2;20/07/2002
16327;2;13/09/1994
16328;2;02/04/2000
16329;1;27/06/1994
16330;2;15/03/1988
16331;2;10/09/1991
16332;2;26/08/2001
16333;1;12/12/2002
16334;1;29/11/1997
16335;2;20/04/1980
16336;2;23/08/1999
16337;2;24/01/1990
16338;2;31/07/1991
16339;1;01/10/1987
16340;1;08/09/1985
16341;2;12/06/1990
16342;1;21/01/2000
16343;1;30/01/1992
16344;2;28/11/1996
16345;2;27/01/1992
16346;2;19/03/1987
16347;2;19/01/1985
16348;1;07/12/1984
16349;2;24/11/1987
16350;1;02/04/1982
16351;2;12/07/1980
16352;2;05/09/1980
16353;2;06/04/1989
16354;2;31/01/1986
16355;2;21/05/2001
16356;2;07/12/1985
16357;2;20/04/1992
16358;2;14/04/1997
16359;2;06/08/2000
16360;2;06/11/1998
16361;1;23/02/1985
16362;1;17/01/1986
16363;2;02/04/1996
16364;1;07/06/1984
16365;1;02/11/2001
16366;2;11/04/1994
16367;2;24/12/1998
16368;1;12/10/1985
16369;2;04/01/1984
16370;1;26/01/1998
16371;1;03/03/1983
16372;1;24/01/2001
16373;2;16/06/1993
16374;2;17/12/1991
16375;2;08/04/2000
16376;2;19/03/1997
16377;1;16/01/1992
16378;1;08/04/1986
16379;2;08/05/1983
16380;2;19/11/2002
16381;2;20/09/1992
16382;1;16/04/1989
16383;2;29/10/1987
16384;1;17/09/1989
16385;1;20/01/1989
16386;1;10/04/1991
16387;2;07/07/1996
16388;1;28/07/1985
16389;1;26/09/1983
16390;1;15/08/1989
16391;2;30/05/1990
16392;2;10/01/1983
16393;2;13/01/1994
16394;1;03/11/1992
16395;1;15/03/1985
16396;2;30/06/1988
16397;1;22/08/1987
16398;1;07/07/1984
16399;2;02/11/1991
16400;1;21/07/1989
16401;2;18/01/1984
16402;2;13/02/1986
16403;1;08/05/1990
16404;1;12/10/2000
16405;2;30/04/2001
16406;2;02/10/1989
16407;1;18/08/1980
16408;1;09/11/1986
16409;1;21/07/2000
16410;2;20/08/1982
16411;2;04/04/1985
16412;2;10/10/1991
16413;1;16/07/1999
16414;1;31/12/1988
16415;2;09/03/1989
16416;1;25/10/1996
16417;1;15/12/1992
16418;2;05/07/1990
16419;1;06/09/1984
16420;2;29/04/1989
16421;1;25/02/1992
16422;1;08/03/1997
16423;2;13/10/1989
16424;1;07/08/2001
16425;2;19/04/1983
16426;2;21/01/1983
16427;1;23/04/1990
16428;2;27/05/1984
16429;2;20/06/1998
16430;2;05/11/1997
16431;1;30/01/1994
16432;2;08/06/1999
16433;2;24/05/1989
16434;2;09/11/1989
16435;2;25/09/1981
16436;2;08/01/1996
16437;2;23/06/1993
16438;1;23/10/1994
16439;2;04/01/1983
16440;1;12/11/1989
16441;2;26/03/2000
16442;1;18/01/1988
16443;1;23/06/1991
16444;1;12/05/1983
16445;2;28/11/2000
16446;1;21/08/1994
16447;1;12/08/1987
16448;1;10/02/1980
16449;2;13/04/1987
16450;1;30/04/2001
16451;1;20/02/1996
16452;1;14/01/1989
16453;1;05/04/1993
16454;2;26/06/1990
16455;1;02/11/1987
16456;2;24/07/1997
16457;1;11/12/1992
16458;2;22/03/1992
16459;2;21/12/1998
16460;1;10/09/2000
16461;1;24/08/1991
16462;2;27/04/1981
16463;1;14/10/1981
16464;2;05/07/1996
16465;2;22/11/1998
16466;1;27/07/1995
16467;1;04/08/2001
16468;2;13/06/1987
16469;1;26/08/1995
16470;2;03/04/1993
16471;2;29/09/1999
16472;1;04/08/1995
16473;2;26/06/1980
16474;1;18/12/1980
16475;1;23/10/1984
16476;1;08/01/1980
16477;2;04/06/1986
16478;2;27/06/1985
16479;2;20/09/1986
16480;2;29/09/1984
16481;2;21/11/2000
16482;2;06/11/1998
16483;2;12/11/1991
16484;2;06/12/1991
16485;1;30/03/1999
16486;1;07/06/1998
16487;1;10/08/1992
16488;1;27/12/1985
16489;2;19/05/2001
16490;2;11/03/1985
16491;2;23/10/1983
16492;2;25/01/1983
16493;1;29/01/1996
16494;2;17/07/1999
16495;2;28/07/1999
16496;2;19/04/2000
16497;1;12/11/1997
16498;2;29/10/2001
16499;2;01/12/1988
16500;2;28/06/1982
16501;1;14/12/1995
16502;2;19/08/1983
16503;2;17/07/1994
16504;2;07/12/1986
16505;2;17/04/1989
16506;1;23/08/1997
16507;1;22/03/1983
16508;2;14/03/2000
16509;1;09/07/1991
16510;2;12/03/1998
16511;1;27/11/2000
16512;1;27/03/1981
16513;1;16/07/1985
16514;2;25/07/1992
16515;2;24/10/1995
16516;2;07/03/1989
16517;2;17/07/1983
16518;1;29/06/1991
16519;2;02/09/1982
16520;2;18/09/1983
16521;1;14/12/1990
16522;2;16/07/1980
16523;2;27/07/1988
16524;1;14/08/1996
16525;1;10/09/2000
16526;2;04/04/1997
16527;2;27/02/1990
16528;1;30/11/1995
16529;1;13/01/2000
16530;2;20/02/1996
16531;2;02/03/1985
16532;2;15/05/2000
16533;1;13/06/2000
16534;2;19/05/1986
16535;2;23/01/2000
16536;1;23/06/1991
16537;2;25/03/1998
16538;1;12/07/1994
16539;1;08/11/1985
16540;1;23/01/1990
16541;2;23/11/1983
16542;2;29/11/1999
16543;2;11/04/1997
16544;2;21/04/1989
16545;2;31/08/1987
16546;1;05/12/1992
16547;2;18/12/1986
16548;1;29/10/1980
16549;2;07/12/1992
16550;1;19/01/1993
16551;2;19/09/1982
16552;2;27/03/2001
16553;2;08/12/1989
16554;2;08/09/1996
16555;1;26/10/1986
16556;1;21/05/1988
16557;2;02/01/1996
16558;1;27/11/2001
16559;2;15/12/1994
16560;2;19/08/1990
16561;1;18/12/1998
16562;2;14/03/1992
16563;2;02/01/1982
16564;1;28/09/1996
16565;1;15/03/1993
16566;1;04/04/1990
16567;2;24/05/1980
16568;2;10/05/1995
16569;2;20/11/1999
16570;1;14/04/2002
16571;1;25/04/1987
16572;1;13/12/1984
16573;1;25/05/1987
16574;2;04/11/1995
16575;2;26/01/2002
16576;1;07/01/1994
16577;1;29/10/1999
16578;1;20/04/1999
16579;1;07/11/1991
16580;1;27/11/1987
16581;1;15/01/2001
16582;1;24/12/1997
16583;1;09/10/2001
16584;2;20/10/1994
16585;1;06/07/1984
16586;1;20/07/1994
16587;1;01/05/1989
16588;1;10/01/1993
16589;2;22/03/1990
16590;2;12/06/1990
16591;2;26/05/1996
16592;1;31/08/1997
16593;2;16/09/1991
16594;2;03/08/1984
16595;2;19/02/1999
16596;1;17/09/1999
16597;1;06/02/1996
16598;2;20/08/1999
16599;2;16/12/1981
16600;2;11/05/1990
16601;2;15/09/1990
16602;1;05/06/1985
16603;1;10/01/1992
16604;1;18/02/1983
16605;2;04/02/1991
16606;2;19/09/1993
16607;2;22/09/1990
16608;1;12/01/2001
16609;1;01/03/1983
16610;2;11/04/2001
16611;2;01/03/1988
16612;2;23/11/1981
16613;2;15/05/1981
16614;1;03/11/1986
16615;2;13/09/1994
16616;2;25/01/1985
16617;2;11/11/1995
16618;2;20/09/1993
16619;2;08/07/1980
16620;1;09/05/1981
16621;2;11/06/1984
16622;2;25/03/1995
16623;2;30/01/1989
16624;2;24/03/2001
16625;2;05/07/2002
16626;2;09/04/1984
16627;1;27/06/1983
16628;2;08/08/1982
16629;1;07/06/1990
16630;1;29/10/1981
16631;1;18/07/1992
16632;1;13/05/1994
16633;1;30/11/1988
16634;1;06/04/2002
16635;2;15/12/1986
16636;1;29/05/2001
16637;1;23/02/1990
16638;1;15/07/1996
16639;2;19/05/1981
16640;2;08/01/1999
16641;1;16/04/1986
16642;2;07/02/1997
16643;2;16/06/1995
16644;1;27/08/1990
16645;1;27/08/1989
16646;1;06/06/1982
16647;2;26/01/1986
16648;2;17/09/1990
16649;1;08/11/1987
16650;2;02/12/1991
16651;1;30/07/1999
16652;1;01/05/1989
16653;1;24/10/1990
16654;1;28/10/1997
16655;1;29/03/1991
16656;2;04/10/1997
16657;1;23/01/1980
16658;2;11/07/2000
16659;1;07/06/1989
16660;1;17/01/1984
16661;2;27/01/1981
16662;2;09/11/1995
16663;1;10/04/1988
16664;2;25/05/1995
16665;1;07/06/1992
16666;2;07/01/1992
16667;2;04/03/1996
16668;2;23/07/1993
16669;2;14/01/1992
16670;1;12/09/1995
16671;1;17/05/1994
16672;2;28/02/1988
16673;2;02/04/1987
16674;2;04/07/1987
16675;2;05/09/2001
16676;2;24/05/1989
16677;2;08/02/1999
16678;1;06/01/1985
16679;1;12/04/1999
16680;2;28/07/2002
16681;1;06/06/1995
16682;1;29/03/1999
16683;1;19/02/1983
16684;2;09/08/1995
16685;1;20/06/1992
16686;1;29/12/1988
16687;1;03/07/1986
16688;1;26/01/2000
16689;2;18/12/1983
16690;2;12/07/1987
16691;2;13/08/1998
16692;2;14/12/1987
16693;2;06/02/1980
16694;1;30/09/1986
16695;2;14/09/1997
16696;1;02/03/1980
16697;2;02/08/2000
16698;2;06/11/1985
16699;2;21/09/1994
16700;2;06/01/1987
16701;1;17/06/1998
16702;1;04/05/1985
16703;1;21/06/1983
16704;1;06/02/1999
16705;2;20/11/1996
16706;2;01/11/1981
16707;2;16/03/1995
16708;1;05/08/1989
16709;2;27/02/1997
16710;2;14/08/1997
16711;2;29/08/1995
16712;1;06/06/2002
16713;2;08/04/1998
16714;1;22/01/1981
16715;2;11/07/1989
16716;1;03/11/1996
16717;2;22/03/1994
16718;1;20/10/1994
16719;1;17/08/1990
16720;2;25/10/1987
16721;1;05/03/1993
16722;1;20/08/1986
16723;2;28/03/1984
16724;2;16/02/1997
16725;1;01/05/1984
16726;1;26/03/1995
16727;2;08/12/1994
16728;1;15/11/2000
16729;2;14/01/1981
16730;2;13/03/1998
16731;2;16/02/1995
16732;2;15/12/1980
16733;1;20/08/1983
16734;1;02/10/1993
16735;1;31/12/2000
16736;2;04/12/1988
16737;1;10/01/1998
16738;2;21/03/1985
16739;2;23/02/1981
16740;2;10/11/1984
16741;2;01/07/1993
16742;1;16/12/1981
16743;2;08/09/1997
16744;1;16/09/1998
16745;1;18/11/1983
16746;2;04/12/2001
16747;1;01/09/1998
16748;2;16/08/2000
16749;1;09/06/1995
16750;1;19/06/1984
16751;1;17/09/1989
16752;1;25/11/1997
16753;1;07/10/1994
16754;2;09/04/1998
16755;1;10/04/1991
16756;1;04/08/1999
16757;1;27/06/1980
16758;2;15/02/1990
16759;2;04/04/1983
16760;2;15/07/1990
16761;1;01/03/1993
16762;2;30/08/1998
16763;1;11/06/2000
16764;2;08/01/1999
16765;2;21/07/1980
16766;1;29/08/1994
16767;2;25/11/1999
16768;1;29/07/2002
16769;1;29/04/2001
16770;1;28/05/1988
16771;1;21/01/1993
16772;1;03/05/1993
16773;2;22/06/1984
16774;1;07/07/1989
16775;2;29/12/1998
16776;1;03/12/1993
16777;2;01/10/1992
16778;1;10/02/1984
16779;2;14/06/1992
16780;1;21/06/1996
16781;1;07/10/1982
16782;2;04/10/1993
16783;1;01/07/2001
16784;1;05/07/1998
16785;1;03/04/2001
16786;1;17/06/1980
16787;1;12/02/1999
16788;2;22/03/2002
16789;1;02/12/1980
16790;2;03/01/1992
16791;1;22/09/1991
16792;2;24/06/1994
16793;1;14/12/2001
16794;2;29/07/1993
16795;1;14/08/1992
16796;1;17/10/2000
16797;1;06/05/1989
16798;2;06/10/1986
16799;1;26/06/1990
16800;1;21/08/1989
16801;1;14/08/2002
16802;2;20/10/1983
16803;1;11/02/1992
16804;1;03/12/1984
16805;1;28/12/1989
16806;2;08/01/1996
16807;1;15/10/1998
16808;2;28/01/1993
16809;2;22/08/2001
16810;1;20/08/1981
16811;2;27/09/2001
16812;1;26/11/1983
16813;1;20/11/1988
16814;1;03/04/1990
16815;1;28/11/1996
16816;1;28/08/1997
16817;2;29/03/1985
16818;1;16/06/1994
16819;2;25/11/1994
16820;1;15/04/1994
16821;1;30/05/1991
16822;1;17/03/1986
16823;1;25/07/1986
16824;1;14/07/1996
16825;2;22/11/1994
16826;2;21/11/1990
16827;2;23/12/1994
16828;2;15/04/1989
16829;1;13/08/1986
16830;2;02/11/1986
16831;1;19/01/1992
16832;2;30/09/1987
16833;2;01/06/1988
16834;1;21/01/1992
16835;2;22/12/1985
16836;1;03/11/1992
16837;2;14/10/1991
16838;1;21/07/1982
16839;2;27/11/1994
16840;1;04/05/1980
16841;2;20/04/1983
16842;2;10/08/1986
16843;2;21/04/1985
16844;1;04/02/1991
16845;1;24/06/1981
16846;2;13/03/1993
16847;2;05/12/1991
16848;1;08/03/2000
16849;1;05/10/1987
16850;1;10/12/1981
16851;2;07/04/1999
16852;2;12/07/1988
16853;1;03/06/1992
16854;2;14/03/1993
16855;2;20/09/1988
16856;2;19/10/1993
16857;2;25/07/1988
16858;1;08/07/1983
16859;2;09/08/1981
16860;2;13/08/1987
16861;2;04/07/1992
16862;1;14/09/1988
16863;2;28/09/1984
16864;1;24/06/1992
16865;2;01/10/1999
16866;2;07/10/1989
16867;1;11/12/1990
16868;2;03/12/1980
16869;2;22/12/1985
16870;2;25/10/1997
16871;2;21/04/1993
16872;1;17/12/1992
16873;1;25/06/1989
16874;1;23/10/1988
16875;1;08/03/1992
16876;2;05/05/1988
16877;1;03/01/1995
16878;2;13/12/1984
16879;2;06/03/1987
16880;1;10/02/1999
16881;1;03/06/2002
16882;1;25/12/1996
16883;2;18/11/2001
16884;1;29/07/1985
16885;1;08/08/1988
16886;2;01/07/1992
16887;2;15/05/1997
16888;2;28/07/1993
16889;2;14/02/1995
16890;2;30/09/1981
16891;2;22/10/1988
16892;1;13/12/1981
16893;2;24/02/1983
16894;1;02/05/1981
16895;1;10/08/1996
16896;1;17/09/1992
16897;2;20/06/1995
16898;1;10/08/1992
16899;1;20/01/1995
16900;2;04/03/2001
16901;1;06/05/1990
16902;1;12/01/1998
16903;1;31/03/2001
16904;2;27/11/1980
16905;1;15/10/1994
16906;2;19/08/1992
16907;2;22/03/1991
16908;1;16/05/2000
16909;1;23/12/1994
16910;2;22/02/1986
16911;1;21/01/1997
16912;2;08/02/1985
16913;2;17/08/1983
16914;2;11/02/1994
16915;2;15/04/1995
16916;1;30/10/1998
16917;1;10/04/1985
16918;1;21/10/1991
16919;1;10/09/2002
16920;2;05/04/1999
16921;2;01/03/1993
16922;1;07/03/1986
16923;1;09/08/1983
16924;2;08/09/1989
16925;1;09/06/1984
16926;1;04/11/1999
16927;1;22/11/1985
16928;2;17/09/1995
16929;2;20/04/2001
16930;1;30/12/1980
16931;2;08/06/1980
16932;2;25/05/1999
16933;2;14/06/1996
16934;2;16/04/1989
16935;1;19/10/2002
16936;1;31/05/1996
16937;1;09/07/1986
16938;1;25/08/1994
16939;1;28/07/1981
16940;1;03/10/1987
16941;1;25/03/1986
16942;1;15/05/2000
16943;2;25/11/1993
16944;2;02/07/1991
16945;1;13/01/2002
16946;2;09/03/1986
16947;2;17/12/1980
16948;1;12/06/1985
16949;2;15/06/1992
16950;2;17/09/1997
16951;1;15/06/2002
16952;2;12/02/1995
16953;2;26/06/2001
16954;2;17/09/1987
16955;1;28/07/1994
16956;1;29/05/1991
16957;1;22/06/1986
16958;1;11/02/1989
16959;1;06/06/1996
16960;2;24/11/1987
16961;2;25/06/1995
16962;2;01/05/1997
16963;2;23/04/1981
16964;2;23/05/1994
16965;2;13/09/1989
16966;1;15/06/1995
16967;2;14/10/1986
16968;2;23/02/1991
16969;2;17/01/1981
16970;2;04/04/1980
16971;1;28/04/2001
16972;1;15/09/1993
16973;1;24/06/1996
16974;2;19/07/1995
16975;2;14/07/1998
16976;1;12/03/2000
16977;1;20/06/1990
16978;2;11/04/1997
16979;2;23/09/1990
16980;2;09/02/1986
16981;1;20/05/2002
16982;2;23/10/1992
16983;2;04/08/1992
16984;2;16/11/1987
16985;2;02/04/1992
16986;1;03/02/1998
16987;1;27/04/1982
16988;1;24/02/2000
16989;1;10/09/1990
16990;2;24/01/1997
16991;2;29/03/2002
16992;2;09/02/1985
16993;1;01/12/1994
16994;2;08/02/1987
16995;2;23/01/1984
16996;2;26/11/1998
16997;2;03/08/1992
16998;1;21/09/1995
16999;1;23/05/1982
17000;2;07/07/2001
17001;1;12/11/2001
17002;2;01/08/1998
17003;2;15/06/1984
17004;2;21/10/1996
17005;2;28/06/1985
17006;2;08/05/1982
17007;2;23/11/1982
17008;1;05/02/1982
17009;2;06/02/1981
17010;1;10/07/1984
17011;2;16/10/1988
17012;1;27/07/1994
17013;1;18/04/2002
17014;1;27/07/2000
17015;2;17/07/1983
17016;2;27/11/1986
17017;1;16/05/1997
17018;1;01/06/1986
17019;2;18/12/1987
17020;2;11/08/1997
17021;2;25/09/1983
17022;1;14/06/1997
17023;1;10/09/1986
17024;1;01/03/1981
17025;1;19/07/1992
17026;1;02/09/1986
17027;1;12/04/1991
17028;1;20/12/1996
17029;2;13/06/1992
17030;1;31/10/1980
17031;2;07/02/1999
17032;2;04/11/2002
17033;1;24/02/1992
17034;2;31/01/1990
17035;1;30/12/1983
17036;2;05/02/1980
17037;1;08/08/1980
17038;1;13/01/1998
17039;2;30/01/1988
17040;1;23/10/1998
17041;1;03/09/1991
17042;2;30/03/1986
17043;1;05/07/2000
17044;1;13/05/1993
17045;2;30/10/1991
17046;1;28/07/1991
17047;1;07/09/1992
17048;2;17/09/1996
17049;2;27/10/1992
17050;2;20/08/1982
17051;1;04/04/1984
17052;2;06/01/1995
17053;2;03/07/1990
17054;2;10/09/1993
17055;1;11/08/2002
17056;1;02/06/1986
17057;1;29/06/1992
17058;2;01/08/1994
17059;1;05/04/1992
17060;2;18/11/1992
17061;2;08/01/2002
17062;2;06/03/1993
17063;2;19/02/1982
17064;1;28/02/1996
17065;2;06/02/1997
17066;1;19/11/1984
17067;2;22/03/1985
17068;1;14/10/1987
17069;1;02/12/2001
17070;2;20/02/1983
17071;2;26/06/1985
17072;1;20/01/1992
17073;1;02/11/1985
17074;1;18/07/1984
17075;2;14/08/1989
17076;1;26/01/1992
17077;2;09/06/1999
17078;1;24/11/1992
17079;1;13/07/1981
17080;2;28/01/1985
17081;2;25/05/1984
17082;2;15/01/1994
17083;1;03/11/1988
17084;2;09/11/1997
17085;1;01/12/1982
17086;1;25/07/2002
17087;2;07/03/1983
17088;2;25/05/1984
17089;2;30/08/1980
17090;2;28/10/1980
17091;2;17/03/1994
17092;1;17/10/1989
17093;2;04/11/1986
17094;1;14/09/1981
17095;2;24/01/1998
17096;1;03/01/2002
17097;2;04/08/1985
17098;1;27/05/1984
17099;2;31/08/1980
17100;2;15/06/2002
17101;2;25/05/1983
17102;1;11/12/1995
17103;2;01/03/1991
17104;2;24/05/1996
17105;2;03/07/1983
17106;2;03/12/1985
17107;2;06/10/1986
17108;1;04/11/1980
17109;2;02/10/1980
17110;1;21/10/1983
17111;2;11/01/1988
17112;2;23/06/1986
17113;2;05/01/1986
17114;2;08/02/1982
17115;2;22/05/1991
17116;1;02/01/1990
17117;2;20/02/1981
17118;2;23/03/2000
17119;2;25/08/1998
17120;2;13/09/1981
17121;2;05/07/1993
17122;1;17/05/1997
17123;1;27/07/2002
17124;1;16/09/1995
17125;1;27/09/1992
17126;2;06/02/1988
17127;2;23/10/2002
17128;2;18/01/2002
17129;1;19/11/1984
17130;2;20/05/1993
17131;1;19/02/1986
17132;1;15/06/1984
17133;1;06/05/1981
17134;2;18/05/1981
17135;2;23/08/2002
17136;2;15/07/1984
17137;2;07/09/2002
17138;2;18/08/1990
17139;2;11/08/1988
17140;2;12/04/1999
17141;1;28/07/1983
17142;2;25/11/1994
17143;2;05/08/2001
17144;2;18/03/1991
17145;1;10/08/1990
17146;2;11/07/1981
17147;1;18/11/1990
17148;1;08/08/1985
17149;2;26/01/2000
17150;2;09/03/1990
17151;1;08/07/1982
17152;1;26/07/1991
17153;1;26/11/1983
17154;1;09/06/1995
17155;1;07/09/1992
17156;2;28/12/1999
17157;1;20/06/1997
17158;1;16/10/1981
17159;1;03/08/1982
17160;2;25/01/1992
17161;1;10/10/1992
17162;2;15/11/1997
17163;1;30/06/1989
17164;1;20/02/2001
17165;1;12/04/1993
17166;2;08/11/1992
17167;2;20/12/1994
17168;2;25/09/1992
17169;2;04/11/1992
17170;2;20/02/1998
17171;1;27/01/2000
17172;1;15/05/1981
17173;1;10/10/1997
17174;2;12/07/2002
17175;2;31/07/1982
17176;2;30/01/1991
17177;2;05/12/1996
17178;2;10/02/1991
17179;2;20/02/2000
17180;2;12/02/1996
17181;1;06/06/1990
17182;2;05/09/1994
17183;2;20/04/1988
17184;2;12/12/1993
17185;2;24/05/1982
17186;2;12/10/1996
17187;2;04/08/1989
17188;1;21/03/1988
17189;2;01/12/1988
17190;2;21/10/1986
17191;2;29/03/2000
17192;1;20/08/1994
17193;2;23/07/1998
17194;2;31/03/2000
17195;1;18/05/2002
17196;1;28/12/1992
17197;2;29/05/1998
17198;2;07/05/1984
17199;1;27/05/1982
17200;2;15/04/1990
17201;2;09/09/1994
17202;2;14/08/1988
17203;2;22/05/1983
17204;1;03/12/2002
17205;2;04/04/1989
17206;2;15/07/1990
17207;2;12/10/2002
17208;2;30/01/1991
17209;1;11/08/1999
17210;2;07/10/1995
17211;2;14/12/1991
17212;1;10/01/1984
17213;2;10/02/2000
17214;1;14/09/1984
17215;1;15/01/1995
17216;2;06/09/1981
17217;1;30/05/1993
17218;2;22/05/2001
17219;2;24/04/1989
17220;2;23/02/1986
17221;2;14/01/1992
17222;1;02/09/1987
17223;2;28/10/1992
17224;1;28/06/1993
17225;1;06/07/1988
17226;2;21/07/1989
17227;1;05/03/1987
17228;2;29/02/1996
17229;1;24/10/1982
17230;1;30/06/2002
17231;1;11/04/1984
17232;2;07/08/1986
17233;2;29/08/1991
17234;2;07/03/1981
17235;1;07/08/1999
17236;1;20/09/1993
17237;2;27/05/1990
17238;2;05/03/1988
17239;2;11/05/1982
17240;2;25/04/2001
17241;2;06/07/1989
17242;2;14/10/1980
17243;1;12/08/1986
17244;2;25/01/1992
17245;2;19/06/1990
17246;1;15/10/1991
17247;1;02/04/2000
17248;2;16/06/1999
17249;2;16/05/1980
17250;1;17/04/2000
17251;2;25/11/1980
17252;2;19/02/1994
17253;1;22/01/1994
17254;2;23/11/1994
17255;2;07/12/1982
17256;1;02/03/1989
17257;1;24/03/1981
17258;1;20/11/1994
17259;1;08/07/1997
17260;2;05/06/1986
17261;2;23/11/1982
17262;2;23/06/1981
17263;2;13/02/1987
17264;1;11/04/1988
17265;1;22/06/1993
17266;2;27/06/2001
17267;2;25/06/2001
17268;1;24/12/1984
17269;1;29/04/1981
17270;1;06/05/1990
17271;2;21/03/1982
17272;2;03/02/1996
17273;1;06/09/1981
17274;1;24/01/1984
17275;1;30/05/1985
17276;2;14/10/1983
17277;1;12/07/1988
17278;1;25/12/2000
17279;1;20/10/1988
17280;2;15/05/1998
17281;2;10/02/1981
17282;2;23/07/1993
17283;1;02/01/1997
17284;1;19/08/1996
17285;2;12/02/1981
17286;1;05/03/2001
17287;1;30/09/1984
17288;1;03/03/1987
17289;1;22/05/1999
17290;1;09/03/1994
17291;2;11/02/1989
17292;1;11/02/1994
17293;2;11/04/1991
17294;1;29/07/1982
17295;1;02/01/1984
17296;1;13/05/1982
17297;1;10/02/1984
17298;2;05/11/1988
17299;2;11/11/1986
17300;2;22/02/1997
17301;1;26/04/1980
17302;2;26/10/1994
17303;2;25/12/1990
17304;2;17/01/1986
17305;2;02/04/1981
17306;1;29/11/1986
17307;2;01/11/1988
17308;2;06/08/1986
17309;1;01/05/1980
17310;2;19/10/1993
17311;1;25/03/1996
17312;1;15/10/1981
17313;1;13/01/1993
17314;2;23/10/1987
17315;2;18/06/1986
17316;1;06/06/1995
17317;2;07/08/1980
17318;2;05/07/1994
17319;2;02/11/1981
17320;2;06/10/1992
17321;1;27/12/1984
17322;2;27/09/1982
17323;2;30/07/1999
17324;2;09/04/1990
17325;1;12/07/1988
17326;2;23/05/1993
17327;1;16/04/1986
17328;1;22/10/1995
17329;2;12/05/1990
17330;2;12/02/2000
17331;2;10/02/1993
17332;1;06/11/1988
17333;2;04/08/2000
17334;1;29/07/1996
17335;1;10/03/1986
17336;2;13/03/1998
17337;2;16/02/1982
17338;2;30/07/1988
17339;1;29/11/1981
17340;1;09/02/1982
17341;1;08/05/1998
17342;2;28/11/1983
17343;2;14/08/1998
17344;2;01/07/1988
17345;2;16/02/1990
17346;2;30/11/1992
17347;1;12/12/1987
17348;2;02/09/1994
17349;1;14/03/1997
17350;1;15/04/1986
17351;1;20/01/1993
17352;2;15/01/1993
17353;2;14/06/1985
17354;1;03/04/1985
17355;2;22/07/1992
17356;1;24/04/1981
17357;1;25/12/1981
17358;1;11/07/1980
17359;1;21/04/1980
17360;1;28/03/2001
17361;2;24/05/1995
17362;1;20/01/1994
17363;1;08/01/1995
17364;1;28/08/2002
17365;1;11/04/1996
17366;2;05/11/1997
17367;1;06/06/1991
17368;2;08/02/1984
17369;2;22/04/1990
17370;1;25/01/1996
17371;2;19/07/1997
17372;1;17/04/1983
17373;2;10/01/1988
17374;1;17/01/1980
17375;1;21/12/1986
17376;1;17/01/1999
17377;1;29/10/1992
17378;2;20/10/1992
17379;2;06/05/1988
17380;1;22/10/1984
17381;2;27/07/1983
17382;1;27/06/1995
17383;2;20/04/1991
17384;2;12/11/1980
17385;2;29/06/1980
17386;2;06/05/1983
17387;2;29/08/1997
17388;2;26/01/1990
17389;1;08/05/2000
17390;1;29/10/1992
17391;1;25/12/1993
17392;1;25/11/1982
17393;1;05/11/1991
17394;1;26/09/1986
17395;2;11/12/1981
17396;2;15/03/1995
17397;1;24/02/1992
17398;1;16/08/1984
17399;2;31/01/1998
17400;2;28/01/1997
17401;2;25/12/1989
17402;1;22/09/1990
17403;1;24/06/1980
17404;2;14/09/1984
17405;2;21/04/1999
17406;2;05/09/1980
17407;2;15/10/1994
17408;1;04/12/1987
17409;1;08/03/2001
17410;1;08/10/1986
17411;1;01/05/1994
17412;1;04/01/1999
17413;2;18/07/1991
17414;2;16/05/1987
17415;1;08/01/1984
17416;1;05/10/2002
17417;2;12/12/2000
17418;2;11/09/2002
17419;2;04/07/1980
17420;2;31/07/1990
17421;2;17/07/1997
17422;1;04/01/1991
